time,temperature_2m,relativehumidity_2m,surface_pressure,precipitation,cloudcover,direct_radiation,diffuse_radiation,windspeed_10m
08,-0.6,67,1008.2,0.0,100,0.0,3.0,14.5
09,-0.1,66,1008.1,0.0,100,0.0,35.0,13.9
10,0.2,70,1007.7,0.3,100,10.0,48.0,13.9
11,0.1,76,1007.2,0.6,100,0.0,58.0,13.0
12,-0.0,82,1006.6,0.9,100,0.0,51.0,11.3
13,-0.0,88,1005.9,1.2,100,0.0,42.0,10.0
14,0.2,91,1005.5,1.1,100,0.0,53.0,11.8
15,0.5,91,1004.9,0.9,100,0.0,56.0,12.1
16,0.5,94,1004.7,0.8,100,0.0,38.0,12.6
17,0.6,95,1004.1,0.8,100,0.0,34.0,9.9
18,0.5,96,1003.5,0.8,100,0.0,8.0,8.7
19,0.5,96,1003.5,0.7,86,0.0,0.0,8.4
20,0.7,96,1003.7,0.5,92,0.0,0.0,8.2
21,0.8,96,1003.7,0.3,100,0.0,0.0,7.7
22,-0.4,96,1003.6,0.0,100,0.0,0.0,8.2
23,-0.4,96,1003.8,0.0,100,0.0,0.0,8.5
00,-0.4,96,1003.8,0.0,100,0.0,0.0,8.0
01,-0.2,96,1004.1,0.0,100,0.0,0.0,7.0
02,-0.1,96,1004.1,0.0,100,0.0,0.0,7.3
03,-0.1,96,1003.6,0.0,100,0.0,0.0,8.3
04,-0.1,96,1004.1,0.0,100,0.0,0.0,10.4
05,-0.1,96,1003.6,0.0,100,0.0,0.0,11.5
06,-0.2,96,1003.9,0.0,100,0.0,0.0,12.3
07,-0.1,95,1004.0,0.0,100,0.0,0.0,13.7
08,-0.2,95,1004.8,0.0,100,0.0,3.0,14.8
09,0.2,92,1005.3,0.0,100,0.0,36.0,14.9
10,1.0,89,1005.7,0.0,100,19.0,79.0,15.0
11,1.1,87,1006.3,0.0,100,0.0,76.0,14.9
12,1.6,83,1006.5,0.1,100,0.0,119.0,15.6
13,2.2,79,1006.9,0.0,100,24.0,183.0,17.7
14,2.9,75,1006.9,0.0,100,31.0,219.0,18.0
15,3.5,69,1007.3,0.0,100,147.0,156.0,20.5
16,3.6,66,1007.5,0.0,71,77.0,146.0,19.8
17,3.4,67,1007.9,0.0,52,76.0,78.0,17.7
18,2.3,71,1008.2,0.0,39,19.0,32.0,15.5
19,1.2,78,1009.0,0.0,40,0.0,0.0,15.5
20,0.5,85,1009.6,0.0,66,0.0,0.0,16.2
21,0.2,89,1010.0,0.0,87,0.0,0.0,16.6
22,-0.1,91,1010.3,0.0,98,0.0,0.0,16.9
23,-0.5,91,1010.6,0.0,87,0.0,0.0,16.9
00,-0.7,90,1010.8,0.0,60,0.0,0.0,15.9
01,-1.0,91,1011.1,0.0,53,0.0,0.0,17.0
02,-1.2,91,1011.7,0.0,54,0.0,0.0,16.8
03,-1.1,91,1011.8,0.0,79,0.0,0.0,16.9
04,-1.1,91,1012.3,0.0,55,0.0,0.0,16.9
05,-1.1,90,1012.2,0.0,55,0.0,0.0,16.2
06,-1.4,91,1012.3,0.0,50,0.0,0.0,15.2
07,-1.8,91,1012.5,0.0,56,0.0,0.0,14.3
08,-2.0,91,1012.8,0.0,100,1.0,9.0,13.8
09,-1.1,86,1013.2,0.0,100,25.0,68.0,13.8
10,1.4,74,1013.9,0.0,100,75.0,117.0,15.9
11,2.6,64,1014.1,0.0,55,132.0,158.0,17.6
12,3.2,56,1014.3,0.0,55,210.0,169.0,20.7
13,3.5,55,1014.1,0.0,72,175.0,215.0,21.1
14,4.0,53,1013.9,0.0,59,285.0,165.0,19.6
15,4.2,52,1014.0,0.0,90,184.0,162.0,19.2
16,4.0,54,1014.3,0.0,77,188.0,123.0,19.6
17,3.4,60,1014.3,0.0,58,68.0,96.0,17.0
18,2.2,67,1014.8,0.0,59,18.0,33.0,14.4
19,0.9,75,1015.2,0.0,29,0.0,1.0,13.2
20,-0.1,81,1015.4,0.0,5,0.0,0.0,13.3
21,-0.6,84,1015.3,0.0,1,0.0,0.0,13.7
22,-1.5,83,1015.4,0.0,2,0.0,0.0,13.8
23,-2.1,85,1015.4,0.0,9,0.0,0.0,12.5
00,-2.6,85,1015.3,0.0,32,0.0,0.0,11.5
01,-3.1,86,1014.6,0.0,1,0.0,0.0,11.5
02,-3.5,85,1014.6,0.0,2,0.0,0.0,11.5
03,-3.8,85,1014.8,0.0,3,0.0,0.0,11.9
04,-4.1,84,1014.9,0.0,5,0.0,0.0,12.0
05,-4.3,83,1014.8,0.0,8,0.0,0.0,12.1
06,-4.5,83,1014.6,0.0,18,0.0,0.0,12.7
07,-4.6,84,1014.3,0.0,1,0.0,0.0,12.4
08,-4.4,85,1014.5,0.0,24,5.0,8.0,13.1
09,-2.9,81,1014.4,0.0,72,67.0,52.0,13.7
10,-0.9,77,1014.4,0.0,92,85.0,121.0,16.0
11,0.3,74,1014.2,0.0,100,52.0,185.0,16.3
12,1.0,72,1014.2,0.0,100,21.0,198.0,14.7
13,1.8,69,1014.6,0.0,97,17.0,218.0,13.7
14,2.0,68,1014.4,0.0,100,23.0,153.0,13.4
15,2.1,68,1014.0,0.0,100,8.0,144.0,14.4
16,2.0,70,1014.0,0.0,95,3.0,105.0,14.7
17,1.7,74,1013.9,0.0,88,2.0,50.0,14.9
18,1.3,80,1013.9,0.0,89,2.0,21.0,12.9
19,0.8,86,1014.0,0.0,90,0.0,0.0,12.5
20,0.7,88,1014.1,0.0,90,0.0,0.0,13.1
21,0.7,90,1014.1,0.0,94,0.0,0.0,13.2
22,0.4,89,1014.0,0.0,97,0.0,0.0,12.6
23,0.3,91,1013.9,0.0,98,0.0,0.0,12.0
00,0.4,91,1013.8,0.0,97,0.0,0.0,11.7
01,0.3,92,1013.4,0.0,100,0.0,0.0,12.8
02,0.3,92,1013.5,0.0,100,0.0,0.0,13.3
03,0.3,92,1013.4,0.0,100,0.0,0.0,13.8
04,0.3,91,1013.3,0.0,100,0.0,0.0,14.5
05,0.3,91,1013.1,0.1,100,0.0,0.0,15.3
06,0.2,91,1013.3,0.1,100,0.0,0.0,15.1
07,0.1,90,1013.6,0.0,100,0.0,0.0,14.3
08,0.1,89,1013.6,0.0,100,0.0,4.0,14.9
09,0.3,87,1013.6,0.0,100,1.0,26.0,15.9
10,1.1,82,1013.1,0.0,90,4.0,100.0,20.3
11,1.7,79,1013.0,0.0,90,13.0,147.0,20.0
12,2.4,76,1013.3,0.0,90,28.0,191.0,17.6
13,3.2,74,1013.4,0.0,90,38.0,219.0,16.3
14,3.5,74,1013.3,0.0,90,20.0,187.0,15.5
15,3.8,73,1012.8,0.0,90,26.0,145.0,15.6
16,3.8,74,1012.8,0.0,90,13.0,133.0,17.1
17,3.4,77,1012.5,0.0,87,4.0,70.0,17.6
18,2.8,81,1012.2,0.0,91,8.0,26.0,17.3
19,2.1,84,1012.2,0.0,95,0.0,1.0,17.1
20,1.8,87,1012.2,0.0,100,0.0,0.0,17.2
21,1.8,87,1012.3,0.0,100,0.0,0.0,16.6
22,1.4,88,1012.1,0.0,100,0.0,0.0,15.6
23,1.2,89,1012.1,0.0,100,0.0,0.0,14.6
00,1.1,89,1011.7,0.0,100,0.0,0.0,13.9
01,1.0,90,1011.6,0.0,100,0.0,0.0,13.6
02,0.9,91,1011.3,0.0,100,0.0,0.0,13.0
03,0.7,92,1011.2,0.0,100,0.0,0.0,12.8
04,0.7,93,1011.0,0.0,100,0.0,0.0,13.0
05,0.5,94,1010.3,0.1,100,0.0,0.0,13.8
06,0.6,93,1010.2,0.0,100,0.0,0.0,14.5
07,0.5,93,1009.6,0.0,100,0.0,0.0,14.3
08,0.7,92,1009.7,0.0,100,0.0,7.0,14.9
09,1.2,89,1009.6,0.0,100,8.0,43.0,15.8
10,1.7,88,1009.4,0.1,100,13.0,74.0,16.2
11,2.2,84,1009.0,0.2,100,5.0,115.0,17.3
12,2.5,82,1008.4,0.3,100,7.0,131.0,17.7
13,2.8,80,1007.8,0.3,100,9.0,154.0,18.8
14,3.0,81,1007.5,0.3,100,6.0,152.0,16.8
15,2.9,84,1006.8,0.3,100,2.0,125.0,17.4
16,3.1,82,1006.1,0.2,100,3.0,126.0,16.5
17,2.9,85,1005.8,0.1,100,2.0,78.0,14.8
18,2.5,89,1005.0,0.0,100,0.0,28.0,12.9
19,2.1,91,1005.4,0.0,100,0.0,1.0,11.9
20,1.9,92,1005.0,0.0,100,0.0,0.0,11.7
21,1.8,93,1004.3,0.0,100,0.0,0.0,10.9
22,1.5,94,1003.8,0.0,100,0.0,0.0,10.6
23,0.9,95,1003.1,0.0,100,0.0,0.0,10.0
00,0.7,96,1002.6,0.0,100,0.0,0.0,8.4
01,0.5,97,1002.2,0.0,100,0.0,0.0,7.4
02,0.3,98,1001.8,0.1,100,0.0,0.0,7.3
03,0.3,98,1001.3,0.1,100,0.0,0.0,6.5
04,0.1,99,1000.5,0.1,100,0.0,0.0,7.0
05,0.1,98,999.8,0.1,100,0.0,0.0,7.0
06,-0.0,98,999.4,0.1,100,0.0,0.0,7.3
07,-0.1,98,999.0,0.1,100,0.0,0.0,7.6
08,0.0,97,998.3,0.1,100,0.0,12.0,9.0
09,0.8,91,998.4,0.0,100,7.0,74.0,11.2
10,2.1,85,997.9,0.0,100,9.0,111.0,12.2
11,2.9,81,997.2,0.0,100,27.0,150.0,12.4
12,3.5,77,996.7,0.0,100,11.0,173.0,13.2
13,4.2,73,996.0,0.0,100,27.0,214.0,14.9
14,4.6,71,995.2,0.0,100,37.0,197.0,15.8
15,4.7,70,994.6,0.0,100,14.0,160.0,16.6
16,4.2,74,994.3,0.0,100,5.0,108.0,17.4
17,3.6,78,994.1,0.0,100,3.0,70.0,16.9
18,2.8,82,993.4,0.0,100,1.0,31.0,15.8
19,2.0,86,993.5,0.1,100,0.0,1.0,16.9
20,1.4,89,993.2,0.2,100,0.0,0.0,17.9
21,1.0,90,992.6,0.3,100,0.0,0.0,18.8
22,0.7,91,992.1,0.7,100,0.0,0.0,19.5
23,0.6,92,991.6,0.7,100,0.0,0.0,19.8
00,0.6,92,990.9,0.7,100,0.0,0.0,19.4
01,0.5,93,989.9,0.7,100,0.0,0.0,19.5
02,0.5,94,989.4,0.8,100,0.0,0.0,19.1
03,0.4,94,989.0,0.7,100,0.0,0.0,18.8
04,0.4,94,988.4,0.6,100,0.0,0.0,18.3
05,0.4,94,988.4,0.5,100,0.0,0.0,18.1
06,0.3,94,988.1,0.5,100,0.0,0.0,18.4
07,0.2,94,988.0,0.4,100,0.0,0.0,19.2
08,0.2,94,987.9,0.4,100,0.0,5.0,19.2
09,0.4,92,988.4,0.3,100,0.0,37.0,18.8
10,0.7,93,988.4,0.4,100,0.0,70.0,21.3
11,1.0,91,988.9,0.4,100,2.0,126.0,20.4
12,1.2,90,988.9,0.4,100,1.0,167.0,20.8
13,1.2,91,989.2,0.3,100,1.0,127.0,17.9
14,1.3,90,988.9,0.3,100,1.0,155.0,19.7
15,1.3,91,989.3,0.3,100,7.0,141.0,18.4
16,1.2,93,989.4,0.2,100,1.0,94.0,18.0
17,1.0,94,989.9,0.2,100,0.0,64.0,17.2
18,0.8,94,990.3,0.2,100,0.0,24.0,15.9
19,0.6,95,990.5,0.2,100,0.0,1.0,15.2
20,0.6,94,991.0,0.1,100,0.0,0.0,14.8
21,0.5,95,991.3,0.1,100,0.0,0.0,15.0
22,0.3,94,991.4,0.2,100,0.0,0.0,15.1
23,0.1,94,991.6,0.1,100,0.0,0.0,15.0
00,0.0,94,991.7,0.1,100,0.0,0.0,15.0
01,-0.1,94,992.1,0.1,100,0.0,0.0,14.8
02,-0.2,94,992.1,0.2,100,0.0,0.0,15.3
03,-0.3,94,992.2,0.2,100,0.0,0.0,15.5
04,-0.4,93,992.3,0.2,100,0.0,0.0,16.7
05,-0.6,93,992.5,0.3,100,0.0,0.0,17.8
06,-0.9,92,992.9,0.3,100,0.0,0.0,18.3
07,-1.2,92,993.4,0.4,100,0.0,0.0,19.1
08,-1.5,91,994.2,0.5,100,0.0,9.0,19.6
09,-1.7,91,994.9,0.6,100,0.0,46.0,18.1
10,-1.4,90,995.7,0.7,100,0.0,92.0,17.4
11,-1.5,88,996.5,0.6,100,3.0,145.0,18.0
12,-1.5,87,996.9,0.6,100,1.0,185.0,18.4
13,-1.5,87,997.5,0.6,100,3.0,190.0,20.2
14,-1.5,85,997.7,0.5,100,2.0,230.0,19.5
15,-1.4,84,998.4,0.4,100,9.0,214.0,20.7
16,-1.5,85,999.1,0.2,100,4.0,134.0,17.0
17,-1.6,83,999.6,0.1,100,6.0,108.0,17.5
18,-1.7,83,1000.3,0.0,100,3.0,49.0,17.2
19,-1.8,83,1001.3,0.0,97,0.0,3.0,16.2
20,-2.0,83,1001.8,0.0,91,0.0,0.0,14.7
21,-1.9,84,1002.3,0.0,86,0.0,0.0,13.4
22,-2.0,85,1002.8,0.0,87,0.0,0.0,12.2
23,-2.0,86,1003.1,0.0,75,0.0,0.0,12.0
00,-2.3,87,1003.5,0.0,71,0.0,0.0,12.3
01,-2.9,89,1003.9,0.0,72,0.0,0.0,12.4
02,-3.1,89,1004.2,0.0,74,0.0,0.0,12.0
03,-3.6,89,1004.9,0.0,65,0.0,0.0,12.5
04,-4.1,89,1005.4,0.0,67,0.0,0.0,12.2
05,-4.6,89,1005.6,0.0,63,0.0,0.0,11.4
06,-5.1,88,1006.2,0.0,54,0.0,0.0,9.7
07,-5.7,88,1006.7,0.0,43,0.0,0.0,9.0
08,-6.1,87,1007.0,0.0,46,5.0,17.0,8.3
09,-5.3,86,1007.5,0.0,42,35.0,90.0,8.3
10,-3.9,83,1007.8,0.0,42,151.0,128.0,7.6
11,-2.4,77,1008.1,0.0,43,219.0,179.0,7.2
12,-1.5,71,1008.1,0.0,56,318.0,200.0,7.6
13,-1.0,70,1007.5,0.0,66,317.0,215.0,8.7
14,-0.7,69,1007.3,0.0,86,353.0,186.0,9.2
15,-0.6,69,1007.5,0.0,79,302.0,171.0,9.7
16,-0.8,70,1007.0,0.0,67,206.0,150.0,9.3
17,-1.3,76,1006.7,0.0,58,108.0,104.0,7.7
18,-2.4,80,1006.7,0.0,43,33.0,49.0,7.6
19,-3.6,82,1006.4,0.0,36,1.0,3.0,8.3
20,-4.9,84,1006.2,0.0,45,0.0,0.0,8.6
21,-6.4,85,1006.0,0.0,36,0.0,0.0,8.0
22,-6.8,84,1005.7,0.0,44,0.0,0.0,7.9
23,-6.7,83,1005.7,0.0,72,0.0,0.0,7.8
00,-6.9,82,1005.2,0.0,71,0.0,0.0,8.6
01,-6.2,81,1004.7,0.0,69,0.0,0.0,9.0
02,-5.6,81,1004.4,0.0,63,0.0,0.0,9.8
03,-5.0,82,1004.0,0.0,66,0.0,0.0,9.7
04,-4.6,83,1003.3,0.0,76,0.0,0.0,10.0
05,-4.6,85,1002.6,0.0,82,0.0,0.0,9.4
06,-4.7,86,1002.2,0.0,89,0.0,0.0,9.3
07,-4.8,87,1001.8,0.0,90,0.0,0.0,9.2
08,-5.2,88,1001.4,0.0,85,5.0,16.0,10.2
09,-4.4,87,1001.2,0.0,98,35.0,84.0,11.0
10,-2.7,85,1000.9,0.0,93,47.0,127.0,10.5
11,-1.4,83,1000.5,0.0,100,83.0,207.0,10.3
12,-0.4,75,1000.0,0.1,50,147.0,265.0,12.8
13,0.0,67,999.3,0.1,95,324.0,205.0,12.8
14,0.3,63,998.9,0.1,100,261.0,234.0,14.1
15,0.1,67,998.8,0.1,100,102.0,235.0,13.0
16,-0.1,71,998.6,0.1,100,110.0,198.0,10.9
17,-0.7,79,998.2,0.1,88,76.0,127.0,7.8
18,-1.8,87,998.2,0.0,62,30.0,55.0,8.3
19,-3.5,89,998.1,0.0,69,1.0,4.0,9.4
20,-4.8,91,998.1,0.0,79,0.0,0.0,9.9
21,-5.8,93,998.1,0.0,74,0.0,0.0,9.9
22,-6.5,89,997.8,0.0,53,0.0,0.0,9.8
23,-6.1,89,997.9,0.0,46,0.0,0.0,9.4
00,-6.3,89,997.6,0.0,47,0.0,0.0,9.0
01,-6.9,90,997.8,0.0,78,0.0,0.0,8.6
02,-7.5,91,997.3,0.0,66,0.0,0.0,8.3
03,-7.9,91,997.2,0.0,92,0.0,0.0,9.0
04,-8.8,92,996.8,0.0,100,0.0,0.0,9.1
05,-9.4,91,996.8,0.1,100,0.0,0.0,9.6
06,-9.8,91,996.8,0.1,91,0.0,0.0,9.2
07,-9.6,90,996.7,0.0,97,0.0,0.0,8.4
08,-10.0,90,997.0,0.0,80,8.0,21.0,7.1
09,-9.0,90,997.2,0.0,72,68.0,82.0,5.7
10,-6.3,90,997.6,0.0,56,187.0,118.0,4.5
11,-3.6,88,997.6,0.0,63,267.0,168.0,4.8
12,-2.1,84,997.5,0.1,100,270.0,225.0,7.6
13,-1.2,79,997.7,0.1,100,358.0,194.0,11.3
14,-0.8,74,997.8,0.1,100,171.0,283.0,12.5
15,-0.7,71,997.8,0.1,100,113.0,250.0,12.3
16,-0.7,73,998.0,0.1,100,74.0,212.0,11.2
17,-1.1,77,998.4,0.0,100,69.0,125.0,8.8
18,-2.0,83,998.4,0.0,74,23.0,57.0,6.3
19,-3.3,86,998.8,0.0,46,1.0,4.0,8.1
20,-4.5,88,999.5,0.0,37,0.0,0.0,8.9
21,-5.6,89,999.7,0.0,48,0.0,0.0,8.3
22,-6.5,89,999.6,0.0,50,0.0,0.0,8.6
23,-7.3,90,999.8,0.0,49,0.0,0.0,8.9
00,-8.2,90,999.8,0.0,56,0.0,0.0,9.6
01,-9.1,90,999.6,0.0,66,0.0,0.0,9.3
02,-9.5,90,1000.2,0.0,71,0.0,0.0,10.4
03,-9.7,90,1000.3,0.0,71,0.0,0.0,10.7
04,-9.5,90,1000.2,0.0,74,0.0,0.0,11.6
05,-8.8,90,1000.4,0.0,78,0.0,0.0,11.6
06,-7.8,90,1000.8,0.0,100,0.0,0.0,12.9
07,-6.7,89,1000.8,0.1,100,0.0,0.0,13.9
08,-5.9,89,1001.2,0.1,100,0.0,24.0,15.0
09,-5.0,87,1001.5,0.2,100,3.0,92.0,18.4
10,-4.4,84,1001.7,0.2,100,24.0,184.0,21.4
11,-3.8,81,1002.0,0.2,100,17.0,254.0,22.3
12,-3.4,80,1002.0,0.3,100,10.0,282.0,23.4
13,-3.0,79,1002.8,0.3,100,14.0,305.0,23.6
14,-2.7,77,1003.0,0.2,100,19.0,327.0,22.8
15,-2.6,78,1003.2,0.1,100,28.0,286.0,21.9
16,-2.8,79,1003.5,0.1,83,21.0,200.0,19.6
17,-3.1,79,1004.0,0.0,69,47.0,151.0,17.8
18,-3.8,82,1004.3,0.0,68,12.0,70.0,16.7
19,-4.6,84,1005.0,0.0,69,0.0,6.0,16.3
20,-5.1,85,1005.6,0.0,69,0.0,0.0,16.5
21,-5.5,86,1006.2,0.0,95,0.0,0.0,17.2
22,-5.9,85,1006.7,0.0,100,0.0,0.0,17.1
23,-6.0,85,1007.1,0.0,100,0.0,0.0,17.3
00,-6.3,84,1007.5,0.0,100,0.0,0.0,17.4
01,-6.7,83,1007.7,0.0,100,0.0,0.0,17.6
02,-7.3,83,1008.4,0.0,100,0.0,0.0,17.1
03,-8.1,83,1008.2,0.0,100,0.0,0.0,17.3
04,-9.0,82,1008.3,0.0,100,0.0,0.0,17.9
05,-9.8,83,1008.2,0.0,100,0.0,0.0,18.3
06,-10.4,82,1008.9,0.0,100,0.0,0.0,19.0
07,-10.9,82,1009.1,0.0,100,0.0,0.0,19.4
08,-11.0,80,1009.6,0.0,100,9.0,27.0,20.2
09,-10.6,79,1010.0,0.0,100,54.0,104.0,22.7
10,-9.7,75,1010.2,0.0,100,83.0,195.0,24.6
11,-9.1,74,1010.1,0.1,100,144.0,254.0,24.0
12,-8.6,73,1010.1,0.1,100,165.0,308.0,24.2
13,-8.2,72,1010.2,0.1,100,137.0,345.0,22.9
14,-8.1,73,1009.8,0.2,100,63.0,360.0,23.5
15,-8.1,73,1009.5,0.2,100,37.0,312.0,25.2
16,-8.2,74,1009.7,0.2,100,34.0,232.0,25.8
17,-8.4,77,1009.7,0.2,100,9.0,157.0,23.2
18,-8.7,80,1009.8,0.1,100,5.0,70.0,23.9
19,-9.0,81,1010.0,0.1,100,0.0,6.0,22.3
20,-9.0,83,1010.4,0.1,100,0.0,0.0,21.3
21,-8.8,83,1010.5,0.1,100,0.0,0.0,21.1
22,-8.8,83,1010.5,0.1,100,0.0,0.0,20.9
23,-8.7,84,1010.5,0.1,100,0.0,0.0,20.8
00,-8.5,84,1010.6,0.1,100,0.0,0.0,21.0
01,-8.6,84,1009.9,0.1,100,0.0,0.0,21.3
02,-8.7,84,1010.3,0.1,100,0.0,0.0,20.9
03,-8.8,84,1010.3,0.1,100,0.0,0.0,20.3
04,-8.8,85,1010.3,0.1,100,0.0,0.0,20.5
05,-8.9,85,1010.5,0.1,100,0.0,0.0,20.5
06,-9.1,85,1011.0,0.1,100,0.0,0.0,20.7
07,-9.3,85,1011.5,0.1,100,0.0,0.0,20.2
08,-9.3,84,1011.9,0.1,100,1.0,29.0,20.4
09,-9.2,83,1012.7,0.1,100,18.0,114.0,20.7
10,-8.2,80,1013.0,0.0,99,82.0,185.0,21.7
11,-7.7,78,1013.4,0.0,95,164.0,233.0,21.4
12,-7.1,77,1013.5,0.0,90,199.0,287.0,20.9
13,-6.7,76,1013.8,0.0,90,128.0,369.0,20.7
14,-6.5,76,1013.3,0.0,90,109.0,344.0,20.9
15,-6.5,77,1013.7,0.0,88,64.0,299.0,21.3
16,-6.6,77,1013.4,0.0,90,43.0,250.0,21.6
17,-6.9,77,1013.8,0.0,74,38.0,150.0,20.1
18,-7.4,78,1014.0,0.0,37,12.0,64.0,17.5
19,-8.2,79,1014.2,0.0,16,2.0,5.0,16.0
20,-9.3,78,1014.6,0.0,5,0.0,0.0,14.7
21,-10.3,77,1014.7,0.0,0,0.0,0.0,13.4
22,-11.4,76,1014.9,0.0,0,0.0,0.0,12.4
23,-12.4,75,1014.6,0.0,0,0.0,0.0,11.3
00,-13.3,75,1014.6,0.0,0,0.0,0.0,10.8
01,-14.1,75,1014.6,0.0,0,0.0,0.0,11.7
02,-15.1,75,1014.7,0.0,0,0.0,0.0,10.8
03,-16.0,76,1014.3,0.0,0,0.0,0.0,9.7
04,-17.0,76,1013.8,0.0,0,0.0,0.0,8.0
05,-17.8,77,1013.4,0.0,0,0.0,0.0,12.1
06,-18.7,78,1013.5,0.0,0,0.0,0.0,12.3
07,-19.7,79,1013.4,0.0,0,0.0,0.0,12.6
08,-19.2,78,1013.4,0.0,0,30.0,24.0,10.8
09,-15.0,69,1013.4,0.0,0,140.0,69.0,6.2
10,-11.1,63,1013.5,0.0,0,278.0,96.0,4.0
11,-8.0,61,1013.5,0.0,0,399.0,114.0,4.1
12,-5.3,57,1013.2,0.0,0,482.0,126.0,5.4
13,-3.6,53,1012.4,0.0,1,518.0,131.0,6.5
14,-2.7,53,1011.9,0.0,9,504.0,129.0,6.9
15,-2.1,53,1011.4,0.0,23,418.0,136.0,7.0
16,-2.0,55,1010.8,0.0,30,257.0,155.0,7.3
17,-2.3,59,1010.9,0.0,40,107.0,138.0,5.2
18,-3.5,67,1010.4,0.0,65,23.0,74.0,8.9
19,-5.0,68,1010.5,0.0,86,0.0,9.0,10.7
20,-6.2,69,1010.3,0.0,89,0.0,0.0,10.0
21,-6.9,69,1010.3,0.0,89,0.0,0.0,7.5
22,-7.8,71,1010.1,0.0,88,0.0,0.0,7.8
23,-8.3,72,1010.1,0.0,88,0.0,0.0,7.9
00,-9.0,71,1010.2,0.0,89,0.0,0.0,7.6
01,-9.6,71,1010.3,0.0,89,0.0,0.0,9.4
02,-10.1,71,1010.8,0.0,94,0.0,0.0,9.0
03,-10.3,70,1010.6,0.0,93,0.0,0.0,7.1
04,-9.9,67,1010.7,0.0,100,0.0,0.0,9.9
05,-8.6,62,1011.2,0.0,89,0.0,0.0,9.0
06,-8.0,60,1011.7,0.0,100,0.0,0.0,8.6
07,-7.3,57,1012.1,0.0,82,0.0,0.0,8.0
08,-6.9,57,1012.9,0.0,65,19.0,31.0,5.8
09,-5.7,53,1013.2,0.0,44,103.0,83.0,4.5
10,-4.0,60,1014.2,0.0,45,161.0,153.0,3.9
11,-2.6,63,1014.4,0.0,32,248.0,197.0,3.2
12,-1.6,60,1014.8,0.0,35,337.0,207.0,1.8
13,-0.9,60,1014.5,0.0,31,426.0,182.0,3.8
14,-0.3,61,1014.7,0.0,68,452.0,152.0,6.0
15,-0.0,63,1015.1,0.0,85,357.0,150.0,7.6
16,0.1,64,1015.2,0.0,73,268.0,138.0,9.0
17,-0.3,68,1015.4,0.0,62,65.0,146.0,8.5
18,-1.2,76,1015.6,0.0,34,21.0,66.0,6.3
19,-2.7,82,1016.2,0.0,25,2.0,8.0,7.4
20,-3.5,84,1016.9,0.0,7,0.0,0.0,7.5
21,-4.9,86,1017.4,0.0,5,0.0,0.0,10.4
22,-7.2,86,1017.7,0.0,0,0.0,0.0,9.8
23,-7.3,85,1017.8,0.0,0,0.0,0.0,6.8
00,-7.3,85,1018.1,0.0,0,0.0,0.0,5.4
01,-7.9,87,1018.0,0.0,1,0.0,0.0,7.7
02,-9.5,90,1018.1,0.0,7,0.0,0.0,10.2
03,-11.7,93,1017.9,0.0,61,0.0,0.0,12.2
04,-13.2,95,1018.0,0.0,68,0.0,0.0,10.5
05,-13.8,96,1018.0,0.0,95,0.0,0.0,8.7
06,-13.2,93,1018.2,0.0,67,0.0,0.0,9.9
07,-12.5,91,1018.0,0.0,84,0.0,0.0,10.1
08,-10.6,86,1018.0,0.0,93,19.0,28.0,11.5
09,-7.4,83,1017.9,0.0,74,62.0,98.0,11.5
10,-2.8,78,1018.1,0.0,76,58.0,191.0,13.1
11,-0.9,75,1017.6,0.0,91,166.0,212.0,16.0
12,0.5,71,1017.6,0.0,100,275.0,235.0,18.5
13,1.2,72,1017.0,0.0,100,182.0,294.0,19.8
14,1.4,74,1016.4,0.0,100,29.0,256.0,20.0
15,1.5,76,1016.1,0.0,100,14.0,208.0,18.0
16,1.8,77,1015.7,0.0,100,54.0,171.0,19.1
17,1.7,80,1015.3,0.0,100,11.0,119.0,16.5
18,1.5,82,1015.2,0.0,100,4.0,55.0,15.9
19,1.2,83,1015.1,0.0,100,0.0,8.0,15.8
20,0.9,84,1014.9,0.0,65,0.0,0.0,15.8
21,0.5,85,1014.9,0.0,53,0.0,0.0,15.5
22,0.9,84,1014.6,0.0,49,0.0,0.0,14.9
23,0.5,85,1014.4,0.0,26,0.0,0.0,14.2
00,-0.1,86,1014.2,0.0,7,0.0,0.0,14.2
01,-0.8,87,1013.2,0.0,1,0.0,0.0,13.6
02,-1.5,88,1013.2,0.0,1,0.0,0.0,13.0
03,-2.4,88,1013.0,0.0,3,0.0,0.0,12.1
04,-3.2,89,1012.8,0.0,0,0.0,0.0,11.2
05,-4.1,90,1012.8,0.0,2,0.0,0.0,10.7
06,-5.0,91,1013.0,0.0,5,0.0,0.0,10.5
07,-5.7,91,1013.1,0.0,16,0.0,0.0,10.7
08,-5.2,90,1013.4,0.0,19,26.0,28.0,12.3
09,-3.4,88,1014.0,0.0,26,104.0,75.0,13.2
10,-0.3,84,1014.5,0.0,38,173.0,111.0,15.4
11,0.9,77,1015.2,0.0,41,246.0,148.0,17.8
12,1.0,70,1015.8,0.0,73,266.0,215.0,18.4
13,1.0,64,1016.2,0.0,48,294.0,242.0,18.1
14,0.8,60,1016.4,0.0,40,400.0,181.0,18.7
15,0.4,57,1017.0,0.0,59,316.0,183.0,19.0
16,-0.1,57,1016.9,0.0,2,279.0,138.0,18.9
17,-0.7,63,1017.3,0.0,0,196.0,97.0,16.3
18,-1.8,70,1017.7,0.0,0,85.0,52.0,13.3
