time,temperature_2m,relativehumidity_2m,surface_pressure,precipitation,cloudcover,direct_radiation,diffuse_radiation,windspeed_10m
00,-4.3,93,999.4,0.0,100,0.0,0.0,11.3
01,-4.0,93,998.6,0.0,100,0.0,0.0,11.0
02,-3.7,94,997.6,0.0,100,0.0,0.0,11.7
03,-3.3,94,997.0,0.0,100,0.0,0.0,16.8
04,-2.8,94,996.0,0.0,100,0.0,0.0,17.8
05,-2.4,95,994.9,0.0,100,0.0,0.0,16.8
06,-1.9,96,994.1,0.1,100,0.0,0.0,16.4
07,-1.3,97,992.9,0.2,100,0.0,0.0,18.2
08,-0.7,97,992.0,0.4,100,0.0,0.0,18.6
09,-0.2,99,991.4,0.9,100,0.0,1.0,17.9
10,0.3,97,990.6,1.2,100,0.0,12.0,16.4
11,0.6,98,990.1,1.1,100,0.0,18.0,18.4
12,0.8,98,989.6,0.8,100,0.0,46.0,17.1
13,1.0,98,989.2,0.4,100,0.0,65.0,17.2
14,1.4,97,989.0,0.0,95,5.0,101.0,19.1
15,1.6,97,989.4,0.0,89,1.0,88.0,17.8
16,1.6,96,989.6,0.0,90,2.0,44.0,15.5
17,1.5,97,990.4,0.0,90,0.0,5.0,12.7
18,1.4,97,990.8,0.0,90,0.0,0.0,15.9
19,1.4,97,991.0,0.0,91,0.0,0.0,17.9
20,1.3,98,991.1,0.0,96,0.0,0.0,17.7
21,1.2,98,991.3,0.1,95,0.0,0.0,19.0
22,1.2,99,991.3,0.1,100,0.0,0.0,19.3
23,1.1,99,991.4,0.1,100,0.0,0.0,19.8
00,0.9,100,991.6,0.2,100,0.0,0.0,19.0
01,0.8,100,991.5,0.3,100,0.0,0.0,20.3
02,0.7,99,991.5,0.3,100,0.0,0.0,20.9
03,0.7,99,992.1,0.3,100,0.0,0.0,14.0
04,0.9,97,992.5,0.3,100,0.0,0.0,17.8
05,0.9,94,993.0,0.1,100,0.0,0.0,22.3
06,0.8,91,994.2,0.0,100,0.0,0.0,24.9
07,0.2,89,995.3,0.0,100,0.0,0.0,25.8
08,-0.7,87,996.8,0.0,100,0.0,0.0,25.5
09,-1.8,85,999.0,0.0,100,0.0,2.0,26.3
10,-2.4,84,1000.6,0.0,88,1.0,37.0,25.5
11,-3.0,83,1001.6,0.0,89,4.0,78.0,23.7
12,-3.4,78,1002.0,0.0,87,21.0,113.0,21.3
13,-3.6,78,1002.3,0.0,82,13.0,120.0,15.5
14,-3.9,79,1002.6,0.0,89,13.0,107.0,18.0
15,-4.4,79,1003.7,0.0,88,18.0,94.0,18.3
16,-4.9,80,1004.3,0.0,69,5.0,57.0,16.0
17,-5.9,82,1004.3,0.0,43,1.0,11.0,12.7
18,-6.5,83,1005.2,0.0,75,0.0,0.0,12.7
19,-6.7,83,1004.8,0.0,100,0.0,0.0,9.4
20,-7.0,83,1005.3,0.0,54,0.0,0.0,9.3
21,-7.4,84,1005.0,0.0,68,0.0,0.0,6.0
22,-7.9,86,1004.9,0.0,100,0.0,0.0,5.8
23,-8.4,86,1004.6,0.0,100,0.0,0.0,5.7
00,-8.7,87,1004.1,0.0,100,0.0,0.0,6.4
01,-8.8,87,1003.2,0.0,97,0.0,0.0,7.9
02,-8.5,88,1002.8,0.0,97,0.0,0.0,9.4
03,-7.9,87,1001.9,0.0,100,0.0,0.0,11.1
04,-7.1,87,1000.8,0.1,91,0.0,0.0,13.3
05,-6.4,87,999.4,0.2,100,0.0,0.0,15.5
06,-5.8,87,997.5,0.5,100,0.0,0.0,17.5
07,-5.5,88,995.7,0.7,100,0.0,0.0,20.6
08,-5.1,89,993.7,1.0,100,0.0,0.0,23.1
09,-4.7,90,992.5,1.3,100,0.0,1.0,23.6
10,-3.8,91,991.1,1.5,100,0.0,17.0,23.6
11,-2.9,91,989.5,1.6,100,0.0,42.0,23.6
12,-1.9,93,987.9,1.2,100,0.0,52.0,23.3
13,-0.6,93,986.1,0.9,100,0.0,66.0,22.0
14,0.5,94,984.5,0.4,100,1.0,68.0,21.9
15,1.0,95,983.6,0.3,100,0.0,44.0,20.7
16,1.5,95,982.9,0.2,100,0.0,24.0,20.7
17,2.1,96,982.2,0.1,100,0.0,4.0,22.0
18,2.7,95,982.1,0.2,100,0.0,0.0,23.4
19,2.7,97,981.8,0.2,100,0.0,0.0,23.4
20,2.9,97,981.1,0.5,100,0.0,0.0,22.0
21,3.3,96,980.8,0.5,100,0.0,0.0,20.8
22,3.2,96,980.1,0.5,100,0.0,0.0,20.0
23,3.2,97,979.8,0.4,100,0.0,0.0,19.7
00,3.2,98,980.1,0.2,100,0.0,0.0,20.6
01,3.1,98,980.2,0.3,100,0.0,0.0,20.7
02,2.7,96,980.8,0.3,100,0.0,0.0,22.3
03,1.8,94,981.8,0.0,100,0.0,0.0,23.2
04,0.5,94,982.8,0.0,100,0.0,0.0,24.2
05,-0.7,94,983.8,0.0,99,0.0,0.0,24.0
06,-1.9,93,984.7,0.0,91,0.0,0.0,23.1
07,-2.7,92,985.9,0.0,93,0.0,0.0,20.9
08,-3.3,91,986.6,0.0,91,0.0,0.0,19.6
09,-3.8,91,987.9,0.0,91,0.0,2.0,17.6
10,-3.6,89,989.0,0.0,94,1.0,34.0,17.6
11,-3.7,88,989.8,0.0,95,3.0,85.0,15.3
12,-3.5,87,990.5,0.0,90,12.0,121.0,14.3
13,-3.3,87,990.8,0.0,82,14.0,134.0,13.0
14,-3.1,87,991.4,0.0,85,19.0,131.0,12.7
15,-3.0,87,991.9,0.0,71,6.0,100.0,11.8
16,-2.9,88,992.4,0.0,59,6.0,48.0,6.1
17,-3.0,91,993.3,0.0,79,1.0,9.0,7.1
18,-3.1,92,994.0,0.0,93,0.0,0.0,6.1
19,-2.9,92,994.4,0.0,92,0.0,0.0,1.1
20,-2.6,93,994.2,0.0,94,0.0,0.0,5.2
21,-2.0,93,994.5,0.0,94,0.0,0.0,8.2
22,-2.5,92,994.5,0.1,97,0.0,0.0,9.7
23,-2.0,93,994.8,0.1,93,0.0,0.0,11.8
00,-1.3,94,994.9,0.1,100,0.0,0.0,12.2
01,-0.6,96,994.8,0.0,100,0.0,0.0,11.5
02,-0.1,97,994.2,0.0,100,0.0,0.0,10.4
03,0.3,97,994.2,0.0,100,0.0,0.0,11.3
04,0.7,97,993.8,0.0,100,0.0,0.0,13.3
05,1.0,96,993.3,0.0,100,0.0,0.0,17.2
06,1.5,93,992.3,0.2,100,0.0,0.0,21.0
07,1.9,91,991.0,0.4,100,0.0,0.0,23.5
08,2.3,91,989.8,0.5,100,0.0,0.0,25.4
09,2.6,91,989.2,0.5,100,0.0,1.0,26.7
10,3.1,90,988.7,0.6,100,0.0,15.0,27.5
11,3.3,91,988.7,0.5,100,0.0,30.0,27.5
12,3.5,92,988.1,0.1,100,0.0,32.0,26.4
13,3.7,93,987.4,0.0,100,0.0,62.0,25.4
14,4.0,93,986.6,0.0,100,4.0,98.0,24.8
15,4.1,93,986.9,0.0,100,3.0,57.0,22.9
16,4.0,93,987.4,0.0,100,0.0,32.0,20.4
17,3.9,94,988.4,0.0,100,1.0,5.0,18.4
18,3.7,94,988.4,0.0,90,0.0,0.0,15.6
19,3.3,95,989.1,0.0,94,0.0,0.0,12.8
20,2.8,96,989.2,0.6,100,0.0,0.0,11.5
21,2.5,97,989.6,0.2,100,0.0,0.0,8.5
22,2.3,97,989.4,0.0,100,0.0,0.0,7.5
23,2.2,98,989.2,0.1,100,0.0,0.0,8.3
00,2.1,98,989.1,0.2,100,0.0,0.0,7.1
01,2.1,98,989.0,0.2,100,0.0,0.0,8.0
02,2.4,98,988.9,0.0,100,0.0,0.0,10.9
03,2.6,98,988.5,0.0,100,0.0,0.0,13.6
04,2.5,98,987.9,0.0,100,0.0,0.0,15.6
05,2.5,97,987.5,0.0,100,0.0,0.0,16.4
06,2.4,96,987.5,0.0,85,0.0,0.0,17.6
07,2.3,96,987.6,0.0,76,0.0,0.0,17.5
08,2.2,95,987.6,0.0,76,0.0,0.0,17.1
09,2.3,95,988.3,0.0,97,0.0,3.0,15.8
10,2.6,97,988.7,0.0,100,2.0,32.0,15.5
11,2.9,97,989.0,0.0,100,3.0,41.0,14.7
12,3.0,97,989.4,0.2,100,1.0,44.0,13.4
13,3.2,97,989.7,0.4,100,1.0,58.0,12.2
14,3.3,97,989.6,0.5,100,3.0,62.0,12.0
15,3.3,97,990.0,0.6,100,1.0,44.0,11.7
16,3.1,98,990.5,0.3,100,0.0,29.0,10.2
17,2.9,98,991.4,0.0,100,0.0,4.0,10.5
18,2.6,98,991.8,0.0,100,0.0,0.0,10.1
19,2.3,97,992.1,0.0,100,0.0,0.0,9.0
20,2.0,97,992.2,0.0,100,0.0,0.0,7.9
21,1.7,97,992.9,0.0,100,0.0,0.0,8.0
22,1.5,96,993.5,0.0,100,0.0,0.0,9.4
23,1.4,96,994.1,0.1,100,0.0,0.0,9.0
00,1.1,96,994.0,0.1,100,0.0,0.0,9.2
01,0.8,97,994.6,0.2,66,0.0,0.0,8.6
02,0.5,97,994.9,0.2,60,0.0,0.0,8.9
03,0.3,97,995.1,0.1,62,0.0,0.0,10.3
04,0.0,96,995.3,0.1,64,0.0,0.0,12.8
05,-0.2,96,995.0,0.0,83,0.0,0.0,15.1
06,-0.2,95,995.4,0.0,82,0.0,0.0,16.8
07,-0.1,95,995.7,0.0,87,0.0,0.0,18.6
08,0.1,93,996.2,0.0,86,0.0,0.0,19.5
09,0.0,92,997.2,0.0,89,0.0,2.0,20.7
10,0.4,91,998.0,0.0,86,3.0,24.0,21.0
11,0.5,91,998.6,0.1,85,8.0,50.0,20.6
12,0.7,88,999.1,0.1,47,31.0,95.0,21.6
13,0.9,83,999.2,0.2,39,116.0,96.0,23.1
14,0.3,81,1000.2,0.3,35,148.0,75.0,24.8
15,-0.7,83,1001.3,0.0,27,33.0,75.0,25.5
16,-2.0,81,1003.1,0.0,63,12.0,45.0,23.2
17,-2.9,77,1004.2,0.0,40,1.0,9.0,20.1
18,-3.5,75,1005.3,0.0,20,0.0,0.0,16.6
19,-4.2,74,1006.3,0.0,9,0.0,0.0,15.7
20,-4.6,72,1007.3,0.0,5,0.0,0.0,15.2
21,-5.2,71,1008.2,0.0,3,0.0,0.0,14.3
22,-5.4,74,1008.8,0.0,0,0.0,0.0,13.1
23,-6.0,75,1009.6,0.0,0,0.0,0.0,11.9
00,-6.8,77,1010.0,0.0,0,0.0,0.0,10.9
01,-7.6,78,1010.6,0.0,0,0.0,0.0,11.2
02,-8.1,80,1011.4,0.0,0,0.0,0.0,11.2
03,-8.5,81,1011.5,0.0,0,0.0,0.0,10.1
04,-8.8,82,1011.5,0.0,0,0.0,0.0,10.0
05,-9.2,83,1012.0,0.0,0,0.0,0.0,10.3
06,-9.2,84,1012.2,0.0,1,0.0,0.0,9.5
07,-8.6,83,1012.8,0.0,0,0.0,0.0,8.0
08,-7.0,80,1013.0,0.0,0,0.0,0.0,8.2
09,-6.2,79,1013.9,0.0,3,1.0,3.0,8.5
10,-6.7,85,1014.3,0.0,5,38.0,33.0,6.1
11,-5.7,81,1014.3,0.0,6,109.0,58.0,7.4
12,-3.3,76,1014.5,0.0,3,166.0,72.0,5.2
13,-2.6,77,1014.4,0.0,0,199.0,74.0,5.7
14,-1.8,76,1013.5,0.0,0,189.0,71.0,5.8
15,-1.8,74,1013.2,0.0,0,140.0,62.0,5.5
16,-2.9,77,1013.2,0.0,2,68.0,44.0,7.6
17,-5.0,79,1013.0,0.0,23,9.0,12.0,10.8
18,-6.4,81,1012.7,0.0,32,0.0,0.0,8.2
19,-7.1,81,1012.5,0.0,60,0.0,0.0,8.7
20,-7.3,81,1012.3,0.0,77,0.0,0.0,10.2
21,-7.3,81,1012.2,0.0,58,0.0,0.0,12.0
22,-7.0,80,1011.9,0.0,46,0.0,0.0,12.8
23,-6.5,78,1011.2,0.0,56,0.0,0.0,14.1
00,-6.2,76,1010.3,0.0,56,0.0,0.0,15.4
01,-6.1,74,1009.8,0.0,69,0.0,0.0,17.9
02,-5.9,72,1009.4,0.0,54,0.0,0.0,18.2
03,-5.8,71,1008.7,0.0,59,0.0,0.0,18.4
04,-5.8,69,1007.7,0.0,71,0.0,0.0,17.9
05,-5.5,68,1006.9,0.0,86,0.0,0.0,17.8
06,-5.2,66,1006.2,0.0,92,0.0,0.0,18.1
07,-4.9,67,1005.4,0.0,100,0.0,0.0,18.3
08,-4.8,67,1005.0,0.0,100,0.0,0.0,17.7
09,-4.8,70,1004.5,0.1,100,0.0,3.0,17.1
10,-3.5,76,1004.0,0.4,100,0.0,22.0,17.6
11,-2.9,78,1003.2,0.3,100,1.0,58.0,18.4
12,-2.5,81,1002.2,0.5,100,0.0,71.0,17.9
13,-2.1,85,1001.8,0.8,100,0.0,68.0,16.4
14,-1.7,88,1000.9,0.7,100,0.0,48.0,15.1
15,-1.4,89,1000.2,0.6,100,0.0,33.0,14.3
16,-1.0,89,999.8,0.4,100,1.0,22.0,15.8
17,-0.8,90,999.6,0.1,100,1.0,6.0,15.0
18,-0.8,91,999.2,0.0,92,0.0,0.0,15.5
19,-0.9,91,999.0,0.0,100,0.0,0.0,16.0
20,-0.8,92,998.4,0.0,100,0.0,0.0,16.3
21,-0.7,92,998.4,0.0,100,0.0,0.0,16.3
22,-0.8,93,998.0,0.0,84,0.0,0.0,16.3
23,-0.8,92,997.8,0.0,100,0.0,0.0,16.1
00,-0.8,93,997.9,0.0,100,0.0,0.0,14.8
01,-0.7,93,997.6,0.0,100,0.0,0.0,13.0
02,-0.5,93,997.4,0.0,100,0.0,0.0,12.0
03,-0.4,94,997.2,0.0,100,0.0,0.0,11.7
04,-0.3,94,997.0,0.0,100,0.0,0.0,13.0
05,-0.3,94,996.5,0.0,100,0.0,0.0,12.5
06,-0.3,94,996.5,0.0,100,0.0,0.0,11.5
07,-0.3,95,996.5,0.0,98,0.0,0.0,10.7
08,-0.3,95,996.9,0.0,92,0.0,0.0,9.5
09,-0.3,95,997.3,0.1,95,0.0,1.0,9.6
10,0.1,95,997.5,0.0,100,0.0,13.0,9.7
11,0.4,96,997.5,0.1,100,0.0,27.0,9.5
12,0.8,93,997.7,0.0,100,0.0,46.0,9.0
13,0.9,95,998.1,0.0,100,0.0,44.0,5.5
14,1.0,96,997.8,0.0,100,1.0,55.0,3.7
15,1.0,96,998.0,0.0,100,0.0,34.0,1.8
16,0.9,97,998.8,0.0,100,0.0,20.0,2.1
17,0.8,98,999.1,0.0,100,0.0,4.0,2.9
18,0.7,98,999.3,0.0,100,0.0,0.0,3.7
19,0.4,98,999.8,0.0,100,0.0,0.0,4.7
20,0.3,97,1000.6,0.0,99,0.0,0.0,5.2
21,0.0,97,1001.2,0.0,94,0.0,0.0,7.9
22,0.0,97,1001.7,0.0,96,0.0,0.0,9.0
23,-0.3,96,1001.9,0.0,96,0.0,0.0,10.0
00,-0.7,96,1002.3,0.0,92,0.0,0.0,11.6
01,-1.2,95,1002.6,0.1,100,0.0,0.0,13.0
02,-1.7,94,1002.8,0.0,96,0.0,0.0,13.7
03,-2.1,92,1003.4,0.0,93,0.0,0.0,13.1
04,-2.5,92,1003.5,0.0,92,0.0,0.0,13.1
05,-2.8,91,1003.7,0.0,90,0.0,0.0,12.3
06,-3.1,90,1003.8,0.0,90,0.0,0.0,12.6
07,-3.3,89,1004.1,0.0,89,0.0,0.0,12.7
08,-3.5,89,1004.4,0.0,90,0.0,0.0,12.6
09,-3.6,89,1004.7,0.0,90,0.0,2.0,13.4
10,-3.0,89,1005.1,0.0,90,1.0,22.0,14.2
11,-2.9,88,1005.2,0.0,91,1.0,39.0,15.1
12,-2.8,86,1005.3,0.0,90,5.0,71.0,16.0
13,-2.8,84,1005.4,0.1,95,4.0,83.0,16.8
14,-3.2,83,1005.9,0.1,97,0.0,65.0,17.5
15,-3.8,82,1005.7,0.0,100,1.0,60.0,18.2
16,-4.4,81,1006.4,0.0,100,3.0,39.0,19.7
17,-5.0,81,1006.9,0.0,100,0.0,11.0,20.3
18,-5.4,81,1007.4,0.0,100,0.0,0.0,19.6
19,-5.8,81,1007.5,0.0,100,0.0,0.0,19.1
20,-6.1,80,1007.9,0.0,100,0.0,0.0,18.7
21,-6.4,79,1008.1,0.0,100,0.0,0.0,19.6
22,-6.4,78,1008.4,0.0,100,0.0,0.0,20.4
23,-6.8,77,1008.8,0.0,100,0.0,0.0,20.7
00,-7.4,77,1009.0,0.0,97,0.0,0.0,21.0
01,-7.8,76,1008.9,0.0,100,0.0,0.0,20.5
02,-8.2,76,1008.9,0.0,90,0.0,0.0,21.2
03,-8.5,74,1009.0,0.0,89,0.0,0.0,21.3
04,-8.7,73,1009.5,0.0,89,0.0,0.0,20.5
05,-8.9,72,1009.6,0.0,92,0.0,0.0,19.4
06,-9.2,72,1009.8,0.0,100,0.0,0.0,19.1
07,-9.6,72,1009.9,0.0,100,0.0,0.0,18.1
08,-10.1,73,1009.9,0.0,87,0.0,0.0,18.3
09,-10.5,73,1010.1,0.0,90,0.0,4.0,17.7
10,-10.3,72,1010.3,0.0,90,12.0,42.0,17.7
11,-10.2,71,1010.3,0.0,100,34.0,90.0,17.8
12,-10.0,69,1010.3,0.0,100,67.0,113.0,18.2
13,-9.9,68,1010.3,0.0,100,47.0,130.0,17.6
14,-9.9,67,1009.8,0.0,72,54.0,123.0,17.6
15,-9.9,65,1009.4,0.0,50,71.0,95.0,17.7
16,-10.4,66,1009.7,0.0,34,33.0,53.0,17.9
17,-11.1,69,1010.0,0.0,66,8.0,14.0,16.8
18,-11.8,71,1010.0,0.0,95,0.0,0.0,16.6
19,-12.4,73,1010.3,0.0,100,0.0,0.0,15.6
20,-12.9,74,1010.4,0.0,100,0.0,0.0,14.8
21,-13.4,76,1010.4,0.0,100,0.0,0.0,14.9
22,-13.6,76,1010.4,0.0,88,0.0,0.0,15.1
23,-14.1,76,1010.8,0.0,90,0.0,0.0,15.3
00,-14.6,77,1010.9,0.0,90,0.0,0.0,15.3
01,-14.9,76,1010.4,0.0,90,0.0,0.0,15.8
02,-15.1,75,1010.3,0.0,90,0.0,0.0,16.6
03,-15.2,74,1010.2,0.0,90,0.0,0.0,16.8
04,-15.3,73,1010.2,0.0,91,0.0,0.0,17.8
05,-15.4,73,1010.1,0.0,98,0.0,0.0,16.8
06,-15.4,73,1010.0,0.0,100,0.0,0.0,16.4
07,-15.3,72,1009.9,0.0,100,0.0,0.0,18.2
08,-15.1,71,1010.3,0.1,100,0.0,0.0,18.6
09,-14.8,71,1010.2,0.1,100,0.0,4.0,17.9
10,-13.6,72,1009.7,0.0,97,6.0,48.0,16.4
11,-13.0,70,1010.1,0.0,85,57.0,88.0,18.4
12,-12.5,69,1009.4,0.0,89,43.0,129.0,17.1
13,-11.8,67,1008.1,0.0,77,99.0,125.0,17.2
14,-11.0,66,1007.4,0.0,26,111.0,113.0,19.1
15,-10.5,65,1006.7,0.0,0,92.0,93.0,17.8
16,-10.4,66,1006.4,0.0,1,58.0,56.0,15.5
17,-10.8,69,1005.6,0.0,49,14.0,15.0,12.7
18,-10.8,70,1004.5,0.0,80,0.0,0.0,15.9
19,-10.0,72,1004.0,0.0,100,0.0,0.0,17.9
20,-8.9,75,1003.1,0.1,100,0.0,0.0,17.7
21,-7.9,78,1002.0,0.1,100,0.0,0.0,19.0
22,-6.7,81,1001.4,0.1,100,0.0,0.0,19.3
23,-6.0,83,1000.5,0.1,100,0.0,0.0,19.8
00,-5.3,85,999.4,0.1,100,0.0,0.0,19.0
01,-4.7,86,997.4,0.1,100,0.0,0.0,20.3
02,-3.9,87,996.5,0.0,99,0.0,0.0,20.9
03,-3.1,88,995.7,0.0,100,0.0,0.0,14.8
04,-2.4,89,994.7,0.0,100,0.0,0.0,14.9
05,-1.7,91,993.2,0.1,94,0.0,0.0,13.6
06,-1.0,92,992.1,0.1,99,0.0,0.0,12.3
07,-0.3,93,990.3,0.0,100,0.0,0.0,10.4
08,0.2,94,989.3,0.1,100,0.0,0.0,8.9
09,0.7,93,988.3,0.0,100,0.0,2.0,8.7
10,1.1,93,987.0,0.1,100,0.0,15.0,8.2
11,1.6,92,985.9,0.1,95,0.0,46.0,8.7
12,2.1,90,984.0,0.0,97,2.0,59.0,10.8
13,2.4,89,981.6,0.0,100,0.0,71.0,12.1
14,2.4,89,980.1,0.1,94,1.0,63.0,10.5
15,2.3,89,978.2,0.1,98,1.0,50.0,10.8
16,2.3,90,977.3,0.1,100,0.0,23.0,8.7
17,2.4,90,975.1,0.2,100,0.0,7.0,9.3
18,2.6,91,974.1,0.2,100,0.0,0.0,8.7
19,2.8,89,972.4,0.0,100,0.0,0.0,6.0
20,2.5,87,971.4,0.0,82,0.0,0.0,7.9
21,1.4,85,971.4,0.2,35,0.0,0.0,32.4
22,0.9,85,971.9,0.1,80,0.0,0.0,31.2
23,0.3,85,972.9,0.2,100,0.0,0.0,30.1
00,0.0,86,973.7,0.3,100,0.0,0.0,29.3
01,-0.2,86,974.2,0.3,100,0.0,0.0,27.8
02,-0.5,85,975.7,0.2,98,0.0,0.0,25.8
03,-0.8,84,976.8,0.1,100,0.0,0.0,29.5
04,-0.9,83,978.1,0.0,100,0.0,0.0,27.6
05,-1.1,83,978.4,0.0,100,0.0,0.0,27.8
06,-1.2,83,979.6,0.1,100,0.0,0.0,27.7
07,-1.3,85,980.4,0.1,100,0.0,0.0,27.9
08,-1.1,84,981.4,0.1,77,0.0,0.0,28.3
09,-1.3,81,982.5,0.2,77,1.0,3.0,26.0
10,-1.5,81,983.6,0.0,98,16.0,37.0,24.2
11,-0.9,78,984.2,0.0,41,76.0,78.0,22.6
12,-0.6,78,984.3,0.0,62,159.0,82.0,29.7
13,-0.2,79,984.7,0.1,78,111.0,100.0,25.0
14,0.2,80,984.4,0.1,53,73.0,109.0,24.6
15,-0.1,81,985.4,0.2,67,58.0,95.0,25.6
16,-0.5,80,986.2,0.0,58,42.0,60.0,24.5
17,-1.1,82,987.6,0.0,35,9.0,19.0,23.4
18,-1.6,84,988.6,0.1,35,0.0,0.0,23.2
19,-1.8,84,989.8,0.0,20,0.0,0.0,22.0
20,-2.3,83,990.3,0.0,0,0.0,0.0,20.2
21,-2.1,81,991.5,0.0,0,0.0,0.0,19.3
22,-2.7,82,992.5,0.0,2,0.0,0.0,19.6
23,-3.0,82,993.6,0.0,5,0.0,0.0,20.1
00,-3.2,82,994.1,0.0,57,0.0,0.0,21.0
01,-2.9,81,994.5,0.0,56,0.0,0.0,21.3
02,-2.7,80,995.7,0.0,90,0.0,0.0,21.1
03,-2.5,80,996.3,0.0,86,0.0,0.0,20.5
04,-2.5,80,997.2,0.0,90,0.0,0.0,19.7
05,-2.6,79,996.9,0.0,90,0.0,0.0,18.9
06,-2.6,77,998.0,0.0,87,0.0,0.0,18.3
07,-2.5,80,998.4,0.0,89,0.0,0.0,18.3
08,-2.2,82,999.0,0.0,89,0.0,0.0,16.1
09,-2.0,85,999.4,0.0,89,0.0,2.0,15.9
10,-0.8,83,1000.1,0.0,82,5.0,35.0,16.1
11,-0.4,82,1000.4,0.2,69,48.0,66.0,18.4
12,-0.1,80,1000.9,0.2,45,107.0,78.0,23.5
13,0.2,77,1000.8,0.1,88,145.0,95.0,20.4
14,0.1,77,1000.9,0.1,75,138.0,104.0,18.3
15,-0.2,77,1001.3,0.1,38,74.0,87.0,16.8
16,-0.6,80,1001.9,0.0,38,37.0,46.0,14.8
17,-1.2,83,1002.3,0.0,49,6.0,15.0,12.6
18,-1.4,85,1002.7,0.0,70,0.0,0.0,12.5
19,-1.6,86,1002.8,0.0,77,0.0,0.0,11.9
20,-1.9,87,1003.0,0.0,75,0.0,0.0,12.2
21,-1.9,86,1002.9,0.0,73,0.0,0.0,11.7
22,-1.8,88,1003.0,0.0,59,0.0,0.0,11.4
23,-2.2,87,1002.7,0.0,67,0.0,0.0,10.1
00,-2.3,86,1002.6,0.0,56,0.0,0.0,9.9
01,-2.4,83,1002.1,0.0,75,0.0,0.0,12.1
02,-2.2,81,1001.8,0.0,85,0.0,0.0,14.2
03,-2.2,80,1001.2,0.0,78,0.0,0.0,15.7
04,-2.2,80,1000.2,0.0,74,0.0,0.0,17.7
05,-2.2,80,999.0,0.0,64,0.0,0.0,19.2
06,-2.5,80,998.3,0.0,68,0.0,0.0,19.9
07,-2.5,79,997.4,0.0,68,0.0,0.0,20.4
08,-2.5,79,996.3,0.0,77,0.0,0.0,21.1
09,-2.5,78,995.3,0.0,60,1.0,4.0,23.1
10,-2.1,80,994.3,0.0,82,18.0,45.0,22.5
11,-1.5,80,993.2,0.0,85,28.0,86.0,23.8
12,-1.0,78,992.1,0.1,85,3.0,108.0,24.7
13,-0.6,77,990.9,0.1,91,1.0,100.0,25.5
14,-0.0,74,989.1,0.1,92,13.0,130.0,27.8
15,0.1,76,988.1,0.1,98,3.0,85.0,26.8
16,0.2,78,987.4,0.1,100,1.0,46.0,27.1
17,0.0,81,986.5,0.2,100,0.0,13.0,26.3
18,-0.1,84,985.2,0.2,100,0.0,0.0,25.8
19,-0.1,86,984.9,0.2,100,0.0,0.0,25.3
20,-0.1,88,984.0,0.2,100,0.0,0.0,24.4
21,-0.2,89,983.4,0.2,100,0.0,0.0,23.2
22,-0.1,89,982.7,0.1,100,0.0,0.0,21.4
23,-0.2,89,982.2,0.1,100,0.0,0.0,20.8
00,-0.3,89,981.5,0.2,100,0.0,0.0,20.6
01,-0.3,90,981.0,0.3,100,0.0,0.0,21.3
02,-0.3,91,981.1,0.4,100,0.0,0.0,20.7
03,-0.3,93,980.6,0.4,100,0.0,0.0,18.7
04,-0.2,94,980.7,0.3,100,0.0,0.0,15.8
05,-0.3,93,980.7,0.3,100,0.0,0.0,14.8
06,-0.8,88,981.4,0.1,100,0.0,0.0,16.7
07,-1.5,86,981.9,0.0,100,0.0,0.0,16.1
08,-1.8,85,982.6,0.0,100,0.0,0.0,14.4
09,-2.0,85,983.3,0.0,100,0.0,5.0,14.6
10,-1.5,88,984.2,0.1,100,1.0,40.0,15.3
11,-1.2,85,984.9,0.0,100,5.0,94.0,17.8
12,-1.3,86,985.8,0.1,100,14.0,119.0,18.2
13,-1.9,86,986.4,0.1,100,14.0,108.0,18.5
14,-2.5,85,987.2,0.1,100,16.0,121.0,19.4
15,-3.0,84,988.1,0.1,100,29.0,120.0,18.7
16,-3.6,84,989.4,0.2,100,5.0,70.0,18.9
17,-4.2,85,989.9,0.2,100,0.0,19.0,19.9
18,-4.5,86,990.6,0.3,100,0.0,0.0,19.1
19,-4.7,87,991.4,0.4,100,0.0,0.0,18.3
20,-4.5,88,992.0,0.4,100,0.0,0.0,17.6
21,-4.1,90,992.6,0.2,100,0.0,0.0,17.3
22,-4.0,91,994.0,0.1,94,0.0,0.0,15.7
23,-3.8,91,995.4,0.1,100,0.0,0.0,13.5
00,-3.6,91,996.3,0.2,100,0.0,0.0,16.2
01,-3.7,90,997.5,0.3,100,0.0,0.0,18.8
02,-4.1,87,998.2,0.3,100,0.0,0.0,21.1
03,-4.6,86,999.2,0.4,100,0.0,0.0,22.7
04,-5.1,87,999.7,0.4,100,0.0,0.0,23.4
05,-5.6,85,1000.0,0.2,100,0.0,0.0,23.0
06,-6.2,84,1001.3,0.1,100,0.0,0.0,23.3
07,-6.7,83,1002.0,0.1,100,0.0,0.0,23.5
08,-7.1,83,1002.7,0.0,100,0.0,0.0,21.1
09,-7.4,82,1003.5,0.0,100,0.0,6.0,20.3
10,-7.3,81,1004.4,0.0,87,6.0,55.0,21.4
11,-7.5,78,1005.0,0.0,90,8.0,110.0,23.0
12,-7.5,78,1005.3,0.0,90,6.0,143.0,21.7
13,-7.3,77,1004.6,0.0,90,13.0,152.0,18.3
14,-7.1,77,1004.9,0.0,90,7.0,144.0,18.0
15,-7.1,77,1005.2,0.0,90,7.0,132.0,17.4
